,bigairspace,airspace,block,wkt,lowerlevel,upperlevel
676,Airspace_LEBL123E_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_068LE,"POLYGON ((1.58111111111111 41.0086111111111, 1.58111111111111 41.3111111111111, 2.09777777777778 41.3111111111111, 2.09777777777778 41.0086111111111, 1.58111111111111 41.0086111111111))",1981.2,5943.6
677,Airspace_LEBL134N_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_068LE,"POLYGON ((1.58111111111111 41.0086111111111, 1.58111111111111 41.3111111111111, 2.09777777777778 41.3111111111111, 2.09777777777778 41.0086111111111, 1.58111111111111 41.0086111111111))",1981.2,5943.6
678,Airspace_LEBL134W_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_068LE,"POLYGON ((1.58111111111111 41.0086111111111, 1.58111111111111 41.3111111111111, 2.09777777777778 41.3111111111111, 2.09777777777778 41.0086111111111, 1.58111111111111 41.0086111111111))",1981.2,5943.6
679,Airspace_LEBL23E_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_068LE,"POLYGON ((1.58111111111111 41.0086111111111, 1.58111111111111 41.3111111111111, 2.09777777777778 41.3111111111111, 2.09777777777778 41.0086111111111, 1.58111111111111 41.0086111111111))",1981.2,5943.6
674,Airspace_LEBLCORE_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_068LE,"POLYGON ((1.58111111111111 41.0086111111111, 1.58111111111111 41.3111111111111, 2.09777777777778 41.3111111111111, 2.09777777777778 41.0086111111111, 1.58111111111111 41.0086111111111))",1981.2,5943.6
681,Airspace_LEBL23W_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_068LE,"POLYGON ((1.58111111111111 41.0086111111111, 1.58111111111111 41.3111111111111, 2.09777777777778 41.3111111111111, 2.09777777777778 41.0086111111111, 1.58111111111111 41.0086111111111))",1981.2,5943.6
682,Airspace_LEBL34DW_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_068LE,"POLYGON ((1.58111111111111 41.0086111111111, 1.58111111111111 41.3111111111111, 2.09777777777778 41.3111111111111, 2.09777777777778 41.0086111111111, 1.58111111111111 41.0086111111111))",1981.2,5943.6
683,Airspace_LEBL34E_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_068LE,"POLYGON ((1.58111111111111 41.0086111111111, 1.58111111111111 41.3111111111111, 2.09777777777778 41.3111111111111, 2.09777777777778 41.0086111111111, 1.58111111111111 41.0086111111111))",1981.2,5943.6
684,Airspace_LEBL34FDE_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_068LE,"POLYGON ((1.58111111111111 41.0086111111111, 1.58111111111111 41.3111111111111, 2.09777777777778 41.3111111111111, 2.09777777777778 41.0086111111111, 1.58111111111111 41.0086111111111))",1981.2,5943.6
680,Airspace_LEBL23FW_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_068LE,"POLYGON ((1.58111111111111 41.0086111111111, 1.58111111111111 41.3111111111111, 2.09777777777778 41.3111111111111, 2.09777777777778 41.0086111111111, 1.58111111111111 41.0086111111111))",1981.2,5943.6
716,Airspace_LEBL3DE_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_069LE,"POLYGON ((0.719444444444444 40.0811111111111, 0.719444444444444 41.1880555555556, 2.10888888888889 41.1880555555556, 2.10888888888889 40.0811111111111, 0.719444444444444 40.0811111111111))",0.0,5943.6
717,Airspace_LEBL3DN_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_069LE,"POLYGON ((0.719444444444444 40.0811111111111, 0.719444444444444 41.1880555555556, 2.10888888888889 41.1880555555556, 2.10888888888889 40.0811111111111, 0.719444444444444 40.0811111111111))",0.0,5943.6
727,Airspace_LETOT_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_069LE,"POLYGON ((0.719444444444444 40.0811111111111, 0.719444444444444 41.1880555555556, 2.10888888888889 41.1880555555556, 2.10888888888889 40.0811111111111, 0.719444444444444 40.0811111111111))",0.0,5943.6
719,Airspace_LEBL3FIE_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_069LE,"POLYGON ((0.719444444444444 40.0811111111111, 0.719444444444444 41.1880555555556, 2.10888888888889 41.1880555555556, 2.10888888888889 40.0811111111111, 0.719444444444444 40.0811111111111))",0.0,5943.6
720,Airspace_LEBL3FN_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_069LE,"POLYGON ((0.719444444444444 40.0811111111111, 0.719444444444444 41.1880555555556, 2.10888888888889 41.1880555555556, 2.10888888888889 40.0811111111111, 0.719444444444444 40.0811111111111))",0.0,5943.6
726,Airspace_LEBLT3W_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_069LE,"POLYGON ((0.719444444444444 40.0811111111111, 0.719444444444444 41.1880555555556, 2.10888888888889 41.1880555555556, 2.10888888888889 40.0811111111111, 0.719444444444444 40.0811111111111))",0.0,5943.6
723,Airspace_LEBL6W_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_069LE,"POLYGON ((0.719444444444444 40.0811111111111, 0.719444444444444 41.1880555555556, 2.10888888888889 41.1880555555556, 2.10888888888889 40.0811111111111, 0.719444444444444 40.0811111111111))",0.0,5943.6
724,Airspace_LEBLALL_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_069LE,"POLYGON ((0.719444444444444 40.0811111111111, 0.719444444444444 41.1880555555556, 2.10888888888889 41.1880555555556, 2.10888888888889 40.0811111111111, 0.719444444444444 40.0811111111111))",0.0,5943.6
725,Airspace_LEBLT3E_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_069LE,"POLYGON ((0.719444444444444 40.0811111111111, 0.719444444444444 41.1880555555556, 2.10888888888889 41.1880555555556, 2.10888888888889 40.0811111111111, 0.719444444444444 40.0811111111111))",0.0,5943.6
715,Airspace_LEBL34W_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_069LE,"POLYGON ((0.719444444444444 40.0811111111111, 0.719444444444444 41.1880555555556, 2.10888888888889 41.1880555555556, 2.10888888888889 40.0811111111111, 0.719444444444444 40.0811111111111))",0.0,5943.6
721,Airspace_LEBL5AW_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_069LE,"POLYGON ((0.719444444444444 40.0811111111111, 0.719444444444444 41.1880555555556, 2.10888888888889 41.1880555555556, 2.10888888888889 40.0811111111111, 0.719444444444444 40.0811111111111))",0.0,5943.6
714,Airspace_LEBL34N_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_069LE,"POLYGON ((0.719444444444444 40.0811111111111, 0.719444444444444 41.1880555555556, 2.10888888888889 41.1880555555556, 2.10888888888889 40.0811111111111, 0.719444444444444 40.0811111111111))",0.0,5943.6
722,Airspace_LEBL5JE_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_069LE,"POLYGON ((0.719444444444444 40.0811111111111, 0.719444444444444 41.1880555555556, 2.10888888888889 41.1880555555556, 2.10888888888889 40.0811111111111, 0.719444444444444 40.0811111111111))",0.0,5943.6
712,Airspace_LEBL34FDN_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_069LE,"POLYGON ((0.719444444444444 40.0811111111111, 0.719444444444444 41.1880555555556, 2.10888888888889 41.1880555555556, 2.10888888888889 40.0811111111111, 0.719444444444444 40.0811111111111))",0.0,5943.6
713,Airspace_LEBL34FE_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_069LE,"POLYGON ((0.719444444444444 40.0811111111111, 0.719444444444444 41.1880555555556, 2.10888888888889 41.1880555555556, 2.10888888888889 40.0811111111111, 0.719444444444444 40.0811111111111))",0.0,5943.6
701,Airspace_LEBLCORE_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_069LE,"POLYGON ((0.719444444444444 40.0811111111111, 0.719444444444444 41.1880555555556, 2.10888888888889 41.1880555555556, 2.10888888888889 40.0811111111111, 0.719444444444444 40.0811111111111))",0.0,5943.6
702,Airspace_LEBLTMA_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_069LE,"POLYGON ((0.719444444444444 40.0811111111111, 0.719444444444444 41.1880555555556, 2.10888888888889 41.1880555555556, 2.10888888888889 40.0811111111111, 0.719444444444444 40.0811111111111))",0.0,5943.6
703,Airspace_LEBL123E_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_069LE,"POLYGON ((0.719444444444444 40.0811111111111, 0.719444444444444 41.1880555555556, 2.10888888888889 41.1880555555556, 2.10888888888889 40.0811111111111, 0.719444444444444 40.0811111111111))",0.0,5943.6
704,Airspace_LEBL134N_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_069LE,"POLYGON ((0.719444444444444 40.0811111111111, 0.719444444444444 41.1880555555556, 2.10888888888889 41.1880555555556, 2.10888888888889 40.0811111111111, 0.719444444444444 40.0811111111111))",0.0,5943.6
705,Airspace_LEBL134W_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_069LE,"POLYGON ((0.719444444444444 40.0811111111111, 0.719444444444444 41.1880555555556, 2.10888888888889 41.1880555555556, 2.10888888888889 40.0811111111111, 0.719444444444444 40.0811111111111))",0.0,5943.6
718,Airspace_LEBL3DW_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_069LE,"POLYGON ((0.719444444444444 40.0811111111111, 0.719444444444444 41.1880555555556, 2.10888888888889 41.1880555555556, 2.10888888888889 40.0811111111111, 0.719444444444444 40.0811111111111))",0.0,5943.6
707,Airspace_LEBL23FW_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_069LE,"POLYGON ((0.719444444444444 40.0811111111111, 0.719444444444444 41.1880555555556, 2.10888888888889 41.1880555555556, 2.10888888888889 40.0811111111111, 0.719444444444444 40.0811111111111))",0.0,5943.6
706,Airspace_LEBL23E_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_069LE,"POLYGON ((0.719444444444444 40.0811111111111, 0.719444444444444 41.1880555555556, 2.10888888888889 41.1880555555556, 2.10888888888889 40.0811111111111, 0.719444444444444 40.0811111111111))",0.0,5943.6
710,Airspace_LEBL34E_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_069LE,"POLYGON ((0.719444444444444 40.0811111111111, 0.719444444444444 41.1880555555556, 2.10888888888889 41.1880555555556, 2.10888888888889 40.0811111111111, 0.719444444444444 40.0811111111111))",0.0,5943.6
711,Airspace_LEBL34FDE_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_069LE,"POLYGON ((0.719444444444444 40.0811111111111, 0.719444444444444 41.1880555555556, 2.10888888888889 41.1880555555556, 2.10888888888889 40.0811111111111, 0.719444444444444 40.0811111111111))",0.0,5943.6
708,Airspace_LEBL23W_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_069LE,"POLYGON ((0.719444444444444 40.0811111111111, 0.719444444444444 41.1880555555556, 2.10888888888889 41.1880555555556, 2.10888888888889 40.0811111111111, 0.719444444444444 40.0811111111111))",0.0,5943.6
709,Airspace_LEBL34DW_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_069LE,"POLYGON ((0.719444444444444 40.0811111111111, 0.719444444444444 41.1880555555556, 2.10888888888889 41.1880555555556, 2.10888888888889 40.0811111111111, 0.719444444444444 40.0811111111111))",0.0,5943.6
735,Airspace_LEBL2XW_411,Airspace_LEBLXAR_411,Airblock_LEBLXAR_055LE,"POLYGON ((2.50638888888889 41.7966666666667, 2.50638888888889 42.4802777777778, 3.39416666666667 42.4802777777778, 3.39416666666667 41.7966666666667, 2.50638888888889 41.7966666666667))",7772.400000000001,9296.4
739,Airspace_LETOT_411,Airspace_LEBLXAR_411,Airblock_LEBLXAR_055LE,"POLYGON ((2.50638888888889 41.7966666666667, 2.50638888888889 42.4802777777778, 3.39416666666667 42.4802777777778, 3.39416666666667 41.7966666666667, 2.50638888888889 41.7966666666667))",7772.400000000001,9296.4
738,Airspace_LEBLXAL_411,Airspace_LEBLXAR_411,Airblock_LEBLXAR_055LE,"POLYGON ((2.50638888888889 41.7966666666667, 2.50638888888889 42.4802777777778, 3.39416666666667 42.4802777777778, 3.39416666666667 41.7966666666667, 2.50638888888889 41.7966666666667))",7772.400000000001,9296.4
737,Airspace_LEBLDDX_411,Airspace_LEBLXAR_411,Airblock_LEBLXAR_055LE,"POLYGON ((2.50638888888889 41.7966666666667, 2.50638888888889 42.4802777777778, 3.39416666666667 42.4802777777778, 3.39416666666667 41.7966666666667, 2.50638888888889 41.7966666666667))",7772.400000000001,9296.4
736,Airspace_LEBLALL_411,Airspace_LEBLXAR_411,Airblock_LEBLXAR_055LE,"POLYGON ((2.50638888888889 41.7966666666667, 2.50638888888889 42.4802777777778, 3.39416666666667 42.4802777777778, 3.39416666666667 41.7966666666667, 2.50638888888889 41.7966666666667))",7772.400000000001,9296.4
734,Airspace_LEBL2XN_411,Airspace_LEBLXAR_411,Airblock_LEBLXAR_055LE,"POLYGON ((2.50638888888889 41.7966666666667, 2.50638888888889 42.4802777777778, 3.39416666666667 42.4802777777778, 3.39416666666667 41.7966666666667, 2.50638888888889 41.7966666666667))",7772.400000000001,9296.4
733,Airspace_LEBL2XE_411,Airspace_LEBLXAR_411,Airblock_LEBLXAR_055LE,"POLYGON ((2.50638888888889 41.7966666666667, 2.50638888888889 42.4802777777778, 3.39416666666667 42.4802777777778, 3.39416666666667 41.7966666666667, 2.50638888888889 41.7966666666667))",7772.400000000001,9296.4
732,Airspace_LEBL1XW_411,Airspace_LEBLXAR_411,Airblock_LEBLXAR_055LE,"POLYGON ((2.50638888888889 41.7966666666667, 2.50638888888889 42.4802777777778, 3.39416666666667 42.4802777777778, 3.39416666666667 41.7966666666667, 2.50638888888889 41.7966666666667))",7772.400000000001,9296.4
731,Airspace_LEBL12XN_411,Airspace_LEBLXAR_411,Airblock_LEBLXAR_055LE,"POLYGON ((2.50638888888889 41.7966666666667, 2.50638888888889 42.4802777777778, 3.39416666666667 42.4802777777778, 3.39416666666667 41.7966666666667, 2.50638888888889 41.7966666666667))",7772.400000000001,9296.4
730,Airspace_LEBL12XE_411,Airspace_LEBLXAR_411,Airblock_LEBLXAR_055LE,"POLYGON ((2.50638888888889 41.7966666666667, 2.50638888888889 42.4802777777778, 3.39416666666667 42.4802777777778, 3.39416666666667 41.7966666666667, 2.50638888888889 41.7966666666667))",7772.400000000001,9296.4
729,Airspace_LEBL12FXW_411,Airspace_LEBLXAR_411,Airblock_LEBLXAR_055LE,"POLYGON ((2.50638888888889 41.7966666666667, 2.50638888888889 42.4802777777778, 3.39416666666667 42.4802777777778, 3.39416666666667 41.7966666666667, 2.50638888888889 41.7966666666667))",7772.400000000001,9296.4
728,Airspace_LEBLTMA_411,Airspace_LEBLXAR_411,Airblock_LEBLXAR_055LE,"POLYGON ((2.50638888888889 41.7966666666667, 2.50638888888889 42.4802777777778, 3.39416666666667 42.4802777777778, 3.39416666666667 41.7966666666667, 2.50638888888889 41.7966666666667))",7772.400000000001,9296.4
750,Airspace_LEBLXAL_411,Airspace_LEBLXAR_411,Airblock_LEBLXAR_430LE,"POLYGON ((1.72805555555556 41.7558333333333, 1.72805555555556 42.5044444444444, 2.91583333333333 42.5044444444444, 2.91583333333333 41.7558333333333, 1.72805555555556 41.7558333333333))",7772.400000000001,9296.4
748,Airspace_LEBLALL_411,Airspace_LEBLXAR_411,Airblock_LEBLXAR_430LE,"POLYGON ((1.72805555555556 41.7558333333333, 1.72805555555556 42.5044444444444, 2.91583333333333 42.5044444444444, 2.91583333333333 41.7558333333333, 1.72805555555556 41.7558333333333))",7772.400000000001,9296.4
747,Airspace_LEBL2XW_411,Airspace_LEBLXAR_411,Airblock_LEBLXAR_430LE,"POLYGON ((1.72805555555556 41.7558333333333, 1.72805555555556 42.5044444444444, 2.91583333333333 42.5044444444444, 2.91583333333333 41.7558333333333, 1.72805555555556 41.7558333333333))",7772.400000000001,9296.4
746,Airspace_LEBL2XN_411,Airspace_LEBLXAR_411,Airblock_LEBLXAR_430LE,"POLYGON ((1.72805555555556 41.7558333333333, 1.72805555555556 42.5044444444444, 2.91583333333333 42.5044444444444, 2.91583333333333 41.7558333333333, 1.72805555555556 41.7558333333333))",7772.400000000001,9296.4
751,Airspace_LETOT_411,Airspace_LEBLXAR_411,Airblock_LEBLXAR_430LE,"POLYGON ((1.72805555555556 41.7558333333333, 1.72805555555556 42.5044444444444, 2.91583333333333 42.5044444444444, 2.91583333333333 41.7558333333333, 1.72805555555556 41.7558333333333))",7772.400000000001,9296.4
749,Airspace_LEBLDDX_411,Airspace_LEBLXAR_411,Airblock_LEBLXAR_430LE,"POLYGON ((1.72805555555556 41.7558333333333, 1.72805555555556 42.5044444444444, 2.91583333333333 42.5044444444444, 2.91583333333333 41.7558333333333, 1.72805555555556 41.7558333333333))",7772.400000000001,9296.4
743,Airspace_LEBL12XN_411,Airspace_LEBLXAR_411,Airblock_LEBLXAR_430LE,"POLYGON ((1.72805555555556 41.7558333333333, 1.72805555555556 42.5044444444444, 2.91583333333333 42.5044444444444, 2.91583333333333 41.7558333333333, 1.72805555555556 41.7558333333333))",7772.400000000001,9296.4
744,Airspace_LEBL1XW_411,Airspace_LEBLXAR_411,Airblock_LEBLXAR_430LE,"POLYGON ((1.72805555555556 41.7558333333333, 1.72805555555556 42.5044444444444, 2.91583333333333 42.5044444444444, 2.91583333333333 41.7558333333333, 1.72805555555556 41.7558333333333))",7772.400000000001,9296.4
740,Airspace_LEBLTMA_411,Airspace_LEBLXAR_411,Airblock_LEBLXAR_430LE,"POLYGON ((1.72805555555556 41.7558333333333, 1.72805555555556 42.5044444444444, 2.91583333333333 42.5044444444444, 2.91583333333333 41.7558333333333, 1.72805555555556 41.7558333333333))",7772.400000000001,9296.4
745,Airspace_LEBL2XE_411,Airspace_LEBLXAR_411,Airblock_LEBLXAR_430LE,"POLYGON ((1.72805555555556 41.7558333333333, 1.72805555555556 42.5044444444444, 2.91583333333333 42.5044444444444, 2.91583333333333 41.7558333333333, 1.72805555555556 41.7558333333333))",7772.400000000001,9296.4
741,Airspace_LEBL12FXW_411,Airspace_LEBLXAR_411,Airblock_LEBLXAR_430LE,"POLYGON ((1.72805555555556 41.7558333333333, 1.72805555555556 42.5044444444444, 2.91583333333333 42.5044444444444, 2.91583333333333 41.7558333333333, 1.72805555555556 41.7558333333333))",7772.400000000001,9296.4
742,Airspace_LEBL12XE_411,Airspace_LEBLXAR_411,Airblock_LEBLXAR_430LE,"POLYGON ((1.72805555555556 41.7558333333333, 1.72805555555556 42.5044444444444, 2.91583333333333 42.5044444444444, 2.91583333333333 41.7558333333333, 1.72805555555556 41.7558333333333))",7772.400000000001,9296.4
763,Airspace_LETOT_411,Airspace_LEBLXAR_411,Airblock_LEBLXAR_431LE,"POLYGON ((1.85638888888889 41.0883333333333, 1.85638888888889 41.9577777777778, 3.38472222222222 41.9577777777778, 3.38472222222222 41.0883333333333, 1.85638888888889 41.0883333333333))",5943.6,9296.4
762,Airspace_LEBLXAL_411,Airspace_LEBLXAR_411,Airblock_LEBLXAR_431LE,"POLYGON ((1.85638888888889 41.0883333333333, 1.85638888888889 41.9577777777778, 3.38472222222222 41.9577777777778, 3.38472222222222 41.0883333333333, 1.85638888888889 41.0883333333333))",5943.6,9296.4
760,Airspace_LEBLALL_411,Airspace_LEBLXAR_411,Airblock_LEBLXAR_431LE,"POLYGON ((1.85638888888889 41.0883333333333, 1.85638888888889 41.9577777777778, 3.38472222222222 41.9577777777778, 3.38472222222222 41.0883333333333, 1.85638888888889 41.0883333333333))",5943.6,9296.4
759,Airspace_LEBL2XW_411,Airspace_LEBLXAR_411,Airblock_LEBLXAR_431LE,"POLYGON ((1.85638888888889 41.0883333333333, 1.85638888888889 41.9577777777778, 3.38472222222222 41.9577777777778, 3.38472222222222 41.0883333333333, 1.85638888888889 41.0883333333333))",5943.6,9296.4
758,Airspace_LEBL2XN_411,Airspace_LEBLXAR_411,Airblock_LEBLXAR_431LE,"POLYGON ((1.85638888888889 41.0883333333333, 1.85638888888889 41.9577777777778, 3.38472222222222 41.9577777777778, 3.38472222222222 41.0883333333333, 1.85638888888889 41.0883333333333))",5943.6,9296.4
761,Airspace_LEBLDDX_411,Airspace_LEBLXAR_411,Airblock_LEBLXAR_431LE,"POLYGON ((1.85638888888889 41.0883333333333, 1.85638888888889 41.9577777777778, 3.38472222222222 41.9577777777778, 3.38472222222222 41.0883333333333, 1.85638888888889 41.0883333333333))",5943.6,9296.4
756,Airspace_LEBL1XW_411,Airspace_LEBLXAR_411,Airblock_LEBLXAR_431LE,"POLYGON ((1.85638888888889 41.0883333333333, 1.85638888888889 41.9577777777778, 3.38472222222222 41.9577777777778, 3.38472222222222 41.0883333333333, 1.85638888888889 41.0883333333333))",5943.6,9296.4
755,Airspace_LEBL12XN_411,Airspace_LEBLXAR_411,Airblock_LEBLXAR_431LE,"POLYGON ((1.85638888888889 41.0883333333333, 1.85638888888889 41.9577777777778, 3.38472222222222 41.9577777777778, 3.38472222222222 41.0883333333333, 1.85638888888889 41.0883333333333))",5943.6,9296.4
754,Airspace_LEBL12XE_411,Airspace_LEBLXAR_411,Airblock_LEBLXAR_431LE,"POLYGON ((1.85638888888889 41.0883333333333, 1.85638888888889 41.9577777777778, 3.38472222222222 41.9577777777778, 3.38472222222222 41.0883333333333, 1.85638888888889 41.0883333333333))",5943.6,9296.4
753,Airspace_LEBL12FXW_411,Airspace_LEBLXAR_411,Airblock_LEBLXAR_431LE,"POLYGON ((1.85638888888889 41.0883333333333, 1.85638888888889 41.9577777777778, 3.38472222222222 41.9577777777778, 3.38472222222222 41.0883333333333, 1.85638888888889 41.0883333333333))",5943.6,9296.4
752,Airspace_LEBLTMA_411,Airspace_LEBLXAR_411,Airblock_LEBLXAR_431LE,"POLYGON ((1.85638888888889 41.0883333333333, 1.85638888888889 41.9577777777778, 3.38472222222222 41.9577777777778, 3.38472222222222 41.0883333333333, 1.85638888888889 41.0883333333333))",5943.6,9296.4
